"id","code","name","parent_id/id"
"cat_249","249","Професіонали, що не входять в інші класифікаційні угруповання","cat_24"
"cat_2490","2490","Професіонали, що не входять в інші класифікаційні угруповання","cat_249"
"cat_3","3","Фахівці","cat_dk003_root"
"cat_31","31","Технічні фахівці в галузі прикладних наук та техніки","cat_3"
"cat_311","311","Технічні фахівці в галузі фізичних наук та техніки","cat_31"
"cat_3111","3111","Лаборанти та техніки, пов'язані з хімічними та фізичними дослідженнями","cat_311"
"cat_3112","3112","Техніки-будівельники","cat_311"
"cat_3113","3113","Технічні фахівці - електрики","cat_311"
"cat_3114","3114","Технічні фахівці в галузі електроніки та електронних комунікацій","cat_311"
"cat_3115","3115","Технічні фахівці - механіки","cat_311"
"cat_3116","3116","Лаборанти та техніки в хімічному виробництві","cat_311"
"cat_3117","3117","Технічні фахівці в галузі видобувної промисловості та металургії","cat_311"
"cat_3118","3118","Креслярі","cat_311"
"cat_3119","3119","Інші технічні фахівці в галузі фізичних наук та техніки","cat_311"
"cat_312","312","Технічні фахівці в галузі обчислювальної техніки","cat_31"
"cat_3121","3121","Техніки-програмісти","cat_312"
"cat_3123","3123","Контролери та регулювальники промислових роботів","cat_312"
"cat_313","313","Оператори оптичного та електронного устаткування","cat_31"
"cat_3131","3131","Фотографи та оператори устаткування для реєстрації зображення та звуку","cat_313"
"cat_3132","3132","Оператори радіо- та електронно-комунікаційного устаткування","cat_313"
"cat_3133","3133","Оператори медичного устаткування","cat_313"
"cat_3139","3139","Інші оператори оптичного та електронного устаткування","cat_313"
"cat_314","314","Фахівці, що керують суднами та літальними апаратами і забезпечують судноплавство та польоти","cat_31"
"cat_3141","3141","Суднові фахівці","cat_314"
"cat_3142","3142","Вахтові офіцери та лоцмани","cat_314"
"cat_3143","3143","Льотні фахівці","cat_314"
"cat_3144","3144","Авіадиспетчери та фахівці, які керують безпілотними повітряними суднами","cat_314"
"cat_3145","3145","Технічні фахівці, що забезпечують повітряний рух","cat_314"
"cat_315","315","Інспектори з безпеки та якості","cat_31"
"cat_3151","3151","Інспектори з будівництва та пожежної безпеки","cat_315"
"cat_3152","3152","Інспектори з безпеки руху, охорони праці та якості","cat_315"
"cat_32","32","Фахівці в галузі біології, агрономії та медицини","cat_3"
"cat_321","321","Фахівці в галузі біології та агрономії","cat_32"
"cat_3211","3211","Лаборанти в галузі біологічних досліджень","cat_321"
"cat_3212","3212","Асистенти ветеринарів, молодші фахівці в агрономії, лісовому, водному господарствах та в природно-заповідній справі","cat_321"
"cat_3213","3213","Консультанти в сільському, лісовому, водному господарствах та в природно-заповідній справі","cat_321"
"cat_322","322","Допоміжний персонал у галузі сучасної медицини, фізіотерапії, фармації та ветеринарії (крім медичних сестер)","cat_32"
"cat_3221","3221","Медичні асистенти","cat_322"
"cat_3222","3222","Гігієністи","cat_322"
"cat_3224","3224","Окулісти та оптики","cat_322"
"cat_3225","3225","Дантисти-асистенти","cat_322"
"cat_3226","3226","Асистенти професіоналів в галузі медицини (крім сестринської справи та акушерства)","cat_322"
"cat_3227","3227","Допоміжний персонал у галузі ветеринарії","cat_322"
"cat_3228","3228","Фармацевтичні асистенти","cat_322"
"cat_3229","3229","Інші асистенти професіоналів в галузі сучасної медицини (крім медичних сестер)","cat_322"
"cat_323","323","Медичні сестри та акушерки, що асистують професіоналам","cat_32"
"cat_3231","3231","Медичні сестри, що асистують професіоналам","cat_323"
"cat_3232","3232","Помічники професіоналів-акушерів","cat_323"
"cat_324","324","Фахівці, що практикують в галузі нетрадиційної медицини","cat_32"
"cat_3241","3241","Фахівці, що практикують в галузі нетрадиційної медицини","cat_324"
"cat_33","33","Фахівці в галузі освіти та навчання","cat_3"
"cat_331","331","Фахівці з початкової освіти","cat_33"
"cat_3310","3310","Фахівці з початкової освіти","cat_331"
"cat_332","332","Фахівці з дошкільної освіти","cat_33"
"cat_3320","3320","Фахівці з дошкільної освіти","cat_332"
"cat_333","333","Фахівці спеціальної освіти","cat_33"
"cat_3330","3330","Фахівці спеціальної освіти","cat_333"
"cat_334","334","Фахівці спеціалізованої освіти та інші фахівці в галузі освіти та навчання","cat_33"
"cat_3340","3340","Фахівці спеціалізованої освіти та інші фахівці в галузі освіти та навчання","cat_334"
"cat_34","34","Інші фахівці","cat_3"
"cat_341","341","Фахівці в галузі фінансів та торгівлі","cat_34"
"cat_3411","3411","Дилери (біржові торговці за свій рахунок) та брокери (посередники) із заставних та фінансових операцій","cat_341"
"cat_3412","3412","Страхові агенти","cat_341"
"cat_3413","3413","Агенти з торгівлі майном","cat_341"
"cat_3414","3414","Консультанти з подорожей та організатори подорожей","cat_341"
"cat_3415","3415","Технічні та торговельні представники","cat_341"
"cat_3416","3416","Закупники","cat_341"
"cat_3417","3417","Оцінювачі та аукціоністи","cat_341"
"cat_3419","3419","Інші фахівці в галузі фінансів і торгівлі","cat_341"
"cat_342","342","Агенти з комерційного обслуговування та торговельні брокери","cat_34"
"cat_3421","3421","Брокери (посередники) з купівлі-продажу товарів","cat_342"
"cat_3422","3422","Агенти з клірингу (обмінних товарних операцій) та експедиції","cat_342"
"cat_3423","3423","Агенти із зайнятості й трудових контрактів","cat_342"
"cat_3429","3429","Агенти з комерційних послуг та торговельні брокери","cat_342"
"cat_343","343","Технічні фахівці в галузі управління","cat_34"
"cat_3431","3431","Секретарі адміністративних органів","cat_343"
"cat_3432","3432","Середній юридичний персонал судової, адвокатської та нотаріальної діяльності","cat_343"
"cat_3433","3433","Бухгалтери та касири-експерти","cat_343"
"cat_3434","3434","Допоміжний персонал у сфері статистики та математики","cat_343"
"cat_3435","3435","Організатори діловодства","cat_343"
"cat_3435_1","3435.1","Організатори діловодства (державні установи)","cat_3435"
"cat_3435_2","3435.2","Організатори діловодства (види економічної діяльності)","cat_3435"
"cat_3435_3","3435.3","Організатори діловодства (система судочинства)","cat_3435"
"cat_3436","3436","Помічники керівників","cat_343"
"cat_3436_1","3436.1","Помічники керівників підприємств, установ та організацій","cat_3436"
"cat_3436_2","3436.2","Помічники керівників виробничих та інших основних підрозділів","cat_3436"
"cat_3436_3","3436.3","Помічники керівників малих підприємств без апарату управління","cat_3436"
"cat_3436_9","3436.9","Інші помічники","cat_3436"
"cat_3439","3439","Інші технічні фахівці в галузі управління","cat_343"
"cat_344","344","Державні інспектори","cat_34"
"cat_3441","3441","Інспектори митної служби","cat_344"
"cat_3442","3442","Інспектори податкової служби","cat_344"
"cat_3443","3443","Інспектори із соціальної допомоги","cat_344"
"cat_3444","3444","Інспектори з ліцензій","cat_344"
"cat_3449","3449","Інші державні інспектори","cat_344"
"cat_345","345","Інспектори правоохоронних органів, кримінально-виконавчої служби, воєнізованої охорони, приватні детективи та фахівці з дізнання","cat_34"
"cat_3450","3450","Інспектори воєнізованої охорони та приватні детективи","cat_345"
"cat_3451","3451","Інспектори правоохоронних органів та фахівці із дізнання","cat_345"
"cat_3452","3452","Фахівці кримінально-виконавчої служби","cat_345"
"cat_346","346","Соціальні працівники","cat_34"
"cat_3460","3460","Соціальні працівники","cat_346"
"cat_347","347","Декоратори, артисти, спортсмени та організатори у сфері культури та мистецтва","cat_34"
"cat_3471","3471","Декоратори та комерційні дизайнери","cat_347"
"cat_3472","3472","Радіо-, теле- та інші ведучі","cat_347"
"cat_3473","3473","Музиканти, співаки, танцюристи, які працюють на вулиці та в нічних клубах","cat_347"
"cat_3474","3474","Клоуни, ілюзіоністи, акробати та прирівняні до них естрадно-циркові артисти","cat_347"
"cat_3475","3475","Спортивні тренери, інструктори-методисти та професійні спортсмени","cat_347"
"cat_3476","3476","Організатори у сфері культури та мистецтва","cat_347"
"cat_3479","3479","Інші фахівці у сфері культури та мистецтва","cat_347"
"cat_348","348","Допоміжний персонал релігійних організацій, який не має духовного сану","cat_34"
"cat_3480","3480","Допоміжний персонал релігійних організацій, який не має духовного сану","cat_348"
"cat_349","349","Лаборанти та техніки в інших видах економічної діяльності","cat_34"
"cat_3491","3491","Лаборанти та техніки в інших сферах наукових досліджень","cat_349"
"cat_35","35","Фахівці в галузі харчової та переробної промисловості","cat_3"
"cat_351","351","Фахівці з переробки плодоовочевої продукції","cat_35"
"cat_3510","3510","Фахівці з переробки плодоовочевої продукції","cat_351"
"cat_352","352","Фахівці з бродильного виробництва та виноробства","cat_35"
"cat_3520","3520","Фахівці з бродильного виробництва та виноробства","cat_352"
"cat_353","353","Фахівці з виробництва молочних продуктів","cat_35"
"cat_3530","3530","Фахівці з виробництва молочних продуктів","cat_353"
"cat_354","354","Фахівці з виробництва м'ясних продуктів","cat_35"
"cat_3540","3540","Фахівці з виробництва м'ясних продуктів","cat_354"
"cat_355","355","Фахівці з виробництва борошняних, кондитерських виробів та харчоконцентратів","cat_35"
"cat_3550","3550","Фахівці з виробництва борошняних, кондитерських виробів та харчоконцентратів","cat_355"
"cat_356","356","Фахівці зі зберігання та переробки зерна","cat_35"
"cat_3560","3560","Фахівці зі зберігання та переробки зерна","cat_356"
"cat_357","357","Фахівці з технології харчування","cat_35"
"cat_3570","3570","Фахівці з технології харчування","cat_357"
"cat_359","359","Інші фахівці в галузі харчової та переробної промисловості","cat_35"
"cat_3590","3590","Інші фахівці в галузі харчової та переробної промисловості","cat_359"
"cat_4","4","Технічні службовці","cat_dk003_root"
"cat_41","41","Службовці, пов'язані з інформацією","cat_4"
"cat_411","411","Секретарі та службовці, що виконують операції за допомогою клавіатури","cat_41"
"cat_4111","4111","Стенографісти та друкарки","cat_411"
"cat_4112","4112","Оператори машин для оброблення текстів і подібні професії","cat_411"
"cat_4113","4113","Оператори із збору даних","cat_411"
"cat_4114","4114","Оператори лічильних машин","cat_411"
"cat_4115","4115","Секретарі","cat_411"
"cat_412","412","Службовці, зайняті з цифровими даними","cat_41"
"cat_4121","4121","Реєстратори бухгалтерських даних","cat_412"
"cat_4122","4122","Статистики-обліковці та конторські службовці, що займаються фінансовими операціями","cat_412"
"cat_413","413","Службовці, що займаються реєстрацією матеріальних цінностей та транспортуванням","cat_41"
"cat_4131","4131","Службовці на складах","cat_413"
"cat_4132","4132","Приймальники замовлень","cat_413"
"cat_4133","4133","Службовці з транспортних операцій","cat_413"
"cat_414","414","Службовці, що зайняті в бібліотеці, на пошті та подібними роботами","cat_41"
"cat_4141","4141","Службовці, що зайняті в бібліотеці чи роботою з картотекою","cat_414"
"cat_4142","4142","Службовці, що займаються сортуванням та доставкою пошти","cat_414"
"cat_4143","4143","Службовці, що займаються кодуванням, коректурою та подібними роботами","cat_414"
"cat_4144","4144","Переписувачі та діловоди","cat_414"
"cat_419","419","Інші службовці, пов'язані з інформацією","cat_41"
"cat_4190","4190","Інші службовці, пов'язані з інформацією","cat_419"
"cat_42","42","Службовці, що обслуговують клієнтів","cat_4"
"cat_421","421","Касири, касири в банках та білетери","cat_42"
"cat_4211","4211","Касири та білетери","cat_421"
"cat_4212","4212","Касири в банках та інкасатори","cat_421"
"cat_4213","4213","Букмекери (на перегонах) та круп'є (банківники)","cat_421"
"cat_4214","4214","Лихварі (особи, що позичають гроші в заставу або в борг)","cat_421"
"cat_4215","4215","Збирачі податків","cat_421"
"cat_422","422","Агенти з інформування клієнтів","cat_42"
"cat_4221","4221","Агенти з туризму","cat_422"
"cat_4222","4222","Службовці з інформування (довідок)","cat_422"
"cat_4223","4223","Телефоністи, телеграфісти та споріднені професії сфери зв'язку","cat_422"
"cat_4229","4229","Укрупнені професії службовців з інформування клієнтів","cat_422"
"cat_5","5","Працівники сфери торгівлі та послуг","cat_dk003_root"
"cat_51","51","Працівники, що надають персональні та захисні послуги","cat_5"
"cat_511","511","Працівники, що надають послуги в дорозі","cat_51"
"cat_5111","5111","Працівники, що надають послуги в дорозі","cat_511"
"cat_5112","5112","Провідники та кондуктори на транспорті","cat_511"
"cat_5113","5113","Супроводжувачі у подорожах","cat_511"
"cat_512","512","Доглядачі будинків та працівники закладів ресторанного господарства","cat_51"
"cat_5121","5121","Доглядачі будинків та чергові в готелях та гуртожитках","cat_512"
"cat_5122","5122","Кухарі","cat_512"
"cat_5123","5123","Офіціанти та буфетники","cat_512"
"cat_5129","5129","Укрупнені професії доглядачів будинків та працівників закладів ресторанного господарства","cat_512"
"cat_513","513","Працівники, що здійснюють догляд за окремими особами","cat_51"
"cat_5131","5131","Працівники, що забезпечують піклування та догляд за дітьми","cat_513"
"cat_5132","5132","Працівники з надання послуг пацієнтам лікувальних закладів","cat_513"
"cat_5133","5133","Працівники, що надають індивідуальні послуги на дому, в організаціях соціального обслуговування","cat_513"
"cat_5139","5139","Виконавці побутових послуг та працівники споріднених професій","cat_513"
"cat_514","514","Інші працівники, пов'язані з наданням послуг окремим особам","cat_51"
"cat_5141","5141","Перукарі, гримери-пастижери, косметики та подібні професії","cat_514"
"cat_5142","5142","Компаньйони та помічники по господарству","cat_514"
"cat_5143","5143","Утримувачі похоронних контор, трунарі та бальзамувальники","cat_514"
"cat_5149","5149","Інші працівники, пов'язані з наданням послуг окремим особам","cat_514"
"cat_515","515","Астрологи та ворожки","cat_51"
"cat_5151","5151","Астрологи","cat_515"
"cat_5152","5152","Ворожки та хіроманти","cat_515"
"cat_516","516","Працівники служб, що надають захисні послуги","cat_51"
"cat_5161","5161","Пожежні","cat_516"
"cat_5162","5162","Поліцейські (молодший склад)","cat_516"
"cat_5163","5163","Працівники кримінально-виконавчої служби","cat_516"
"cat_5169","5169","Працівники захисних та охоронних служб","cat_516"
"cat_52","52","Моделі, продавці та демонстратори","cat_5"
"cat_521","521","Манекенники та інші моделі","cat_52"
"cat_5210","5210","Манекенники та інші моделі","cat_521"
"cat_522","522","Продавці в магазинах","cat_52"
"cat_5220","5220","Продавці в магазинах","cat_522"
"cat_523","523","Продавці, що ведуть торгівлю з лотків та на ринках","cat_52"
"cat_5230","5230","Продавці, що ведуть торгівлю з лотків та на ринках","cat_523"
"cat_53","53","Працівники, що надають інші послуги юридичним та фізичним особам","cat_5"
"cat_531","531","Працівники з надання послуг у сфері мистецтва","cat_53"
"cat_5311","5311","Працівники фільмо-, фоно-, фототек","cat_531"
"cat_5312","5312","Працівники, зайняті на декоративних, художніх (дизайнерських) допоміжних роботах у сфері мистецтва","cat_531"
"cat_6","6","Кваліфіковані робітники сільського та лісового господарств, риборозведення та рибальства","cat_dk003_root"
"cat_61","61","Кваліфіковані сільськогосподарські робітники та рибалки","cat_6"
"cat_611","611","Садівники та землероби","cat_61"
"cat_6111","6111","Рільники та овочівники","cat_611"
"cat_6112","6112","Землероби, що займаються вирощуванням фруктових дерев та плодово-ягідних культур","cat_611"
"cat_6113","6113","Садівники та землероби, що займаються вирощуванням садових саджанців та культур у теплицях та оранжереях","cat_611"
"cat_6114","6114","Землероби та сільськогосподарські робітники, що займаються вирощуванням змішаних культур","cat_611"
"cat_612","612","Тваринники","cat_61"
"cat_6121","6121","Виробники, що здійснюють щодобовий догляд за домашньою худобою та її поставку","cat_612"
"cat_6122","6122","Виробники, які постійно доглядають за свійською птицею та здійснюють її поставку","cat_612"
"cat_6123","6123","Бджолярі та шовківники","cat_612"
"cat_6124","6124","Виробники змішаної тваринницької продукції","cat_612"
"cat_6129","6129","Інші тваринники","cat_612"
"cat_613","613","Робітники сільського господарства, що займаються як землеробством, так і тваринництвом","cat_61"
"cat_6131","6131","Робітники сільського господарства, що займаються як землеробством, так і тваринництвом","cat_613"
"cat_614","614","Робітники, зайняті в лісовому господарстві","cat_61"
"cat_6141","6141","Робітники, зайняті в лісовому господарстві, та лісоруби","cat_614"
"cat_6142","6142","Здіймальники","cat_614"
"cat_615","615","Робітники рибного промислу, мисливці та мисливці, що ставлять капкани","cat_61"
"cat_6151","6151","Робітники, що культивують водні живі організми","cat_615"
"cat_6152","6152","Робітники, що займаються рибним промислом у внутрішніх та прибережних водах","cat_615"
"cat_6153","6153","Робітники, що займаються рибним промислом у відкритому морі","cat_615"
"cat_6154","6154","Мисливці та мисливці, що ставлять капкани","cat_615"
"cat_619","619","Інші кваліфіковані сільськогосподарскі робітники та рибалки","cat_61"
"cat_6190","6190","Інші кваліфіковані сільськогосподарскі робітники та рибалки","cat_619"
"cat_7","7","Кваліфіковані робітники з інструментом","cat_dk003_root"
"cat_71","71","Робітники з видобутку корисних копалин і на будівництві","cat_7"
"cat_711","711","Гірники, вибуховики, різальники каменю та каменотеси","cat_71"
"cat_7111","7111","Гірники та кар'єрні робітники","cat_711"
"cat_7112","7112","Підривники","cat_711"
"cat_7113","7113","Колії, різальники каменю та каменотеси","cat_711"
"cat_7115","7115","Укрупнені професійні назви робіт кваліфікованих робітників на транспорті","cat_711"
"cat_712","712","Будівельники будівель та споруд","cat_71"
"cat_7120","7120","Укрупнені професії будівельників будівель та споруд","cat_712"
"cat_7122","7122","Муляри","cat_712"
"cat_7123","7123","Укладальники бетонної суміші","cat_712"
"cat_7124","7124","Теслярі та столяри","cat_712"
"cat_7129","7129","Будівельники, ремонтники споруд та верхолази","cat_712"
"cat_713","713","Будівельники-лицювальники та подібні до них професійні назви робіт","cat_71"
"cat_7131","7131","Покрівельники","cat_713"
"cat_7132","7132","Лицювальники та паркетники","cat_713"
"cat_7133","7133","Штукатури","cat_713"
"cat_7134","7134","Ізолювальники","cat_713"
"cat_7135","7135","Склярі","cat_713"
"cat_7136","7136","Водопровідники та трубопровідники","cat_713"
"cat_7137","7137","Будівельні та подібні до них електрики","cat_713"
"cat_7139","7139","Укрупнені професії кваліфікованих робітників у будівництві","cat_713"
"cat_714","714","Маляри та чистильники структурних частин будівель","cat_71"
"cat_7141","7141","Маляри","cat_714"
"cat_7142","7142","Лакувальники","cat_714"
"cat_7143","7143","Чистильники структурних частин будинків","cat_714"
"cat_72","72","Робітники металургійних та машинобудівних професій","cat_7"
"cat_721","721","Формувальники, зварники, прокатники, бляхарі та монтажники металоконструкцій","cat_72"
"cat_7211","7211","Формувальники та стрижневики","cat_721"
"cat_7212","7212","Зварники та газорізальники","cat_721"
"cat_7213","7213","Робітники, що працюють з тонколистовим металом","cat_721"
"cat_7214","7214","Заготівники та монтажники металоконструкцій","cat_721"
"cat_7215","7215","Такелажники та робітники, що зрощують канати","cat_721"
"cat_7216","7216","Робітники, що працюють під водою","cat_721"
"cat_7219","7219","Укрупнені професійні назви робіт формувальників, зварників, прокатників, бляхарів та монтажників металоконструкцій","cat_721"
"cat_722","722","Ковалі ручного кування та інструментальники","cat_72"
"cat_7221","7221","Ковалі ручного кування, ковалі на молотах та пресувальники","cat_722"
"cat_7222","7222","Інструментальники","cat_722"
"cat_7223","7223","Налагоджувальники верстатів та налагоджувальники-оператори","cat_722"
"cat_7224","7224","Шліфувальники, полірувальники та точильники по металу","cat_722"
"cat_7229","7229","Укрупнені професійні назви робіт ковалів ручного кування та інструментальників","cat_722"
"cat_723","723","Механіки та монтажники механічного устаткування","cat_72"
"cat_7231","7231","Механіки та монтажники моторних транспортних засобів","cat_723"
"cat_7232","7232","Механіки та монтажники авіаційних машин","cat_723"
"cat_7233","7233","Механіки та монтажники сільськогосподарських та промислових машин","cat_723"
"cat_7239","7239","Укрупнені професії механіків, слюсарів та монтажників механічного устаткування","cat_723"
"cat_724","724","Механіки та монтажники електричного та електронного устаткування","cat_72"
"cat_7241","7241","Електромеханіки та електромонтажники","cat_724"
"cat_7242","7242","Монтажники електронного устаткування","cat_724"
"cat_7243","7243","Механіки та експлуатаційники електронного устаткування","cat_724"
"cat_7244","7244","Установники та експлуатаційники телеграфного та телефонного устаткування","cat_724"
"cat_7245","7245","Установники, ремонтники й монтажники ліній електропередач","cat_724"
"cat_7249","7249","Укрупнені професії механіків та монтажників електричного та електронного устаткування","cat_724"
"cat_73","73","Робітники в галузі точної механіки, ручних ремесел та друкування","cat_7"
"cat_731","731","Робітники, що виконують високоточні роботи в металі та подібних матеріалах","cat_73"
"cat_7311","7311","Виробники та ремонтники прецизійних інструментів та приладів","cat_731"
"cat_7312","7312","Виробники та настроювачі музичних інструментів","cat_731"
"cat_7313","7313","Ювеліри та робітники, що працюють з дорогоцінними металами","cat_731"
"cat_7319","7319","Укрупнені професії робітників, що виконують високоточні роботи з металу та подібних матеріалів","cat_731"
"cat_732","732","Гончарі та виробники скляних виробів","cat_73"
"cat_7321","7321","Виробники керамічних виробів та гончарі","cat_732"
"cat_7322","7322","Виробники скляних виробів, формувальники, гранувальники, шліфувальники та полірувальники скла","cat_732"
"cat_7323","7323","Гравери-різальники по склу та гравери","cat_732"
"cat_7324","7324","Розмалювальники скла, кераміки та подібних матеріалів","cat_732"
"cat_7329","7329","Укрупнені професії гончарів та виготовлювачів скляних виробів","cat_732"
"cat_733","733","Ремісники з ручного оброблення дерева, тканини, шкіри та подібних матеріалів","cat_73"
"cat_7331","7331","Ремісники з ручного оброблення дерева та подібних матеріалів","cat_733"
"cat_7332","7332","Ремісники з ручного оброблення тканини, шкіри та подібних матеріалів","cat_733"
"cat_7339","7339","Укрупнені професії ремісників з ручного оброблення дерева, тканини, шкіри та подібних матеріалів","cat_733"
"cat_734","734","Друкарі та робітники подібних професій","cat_73"
"cat_7341","7341","Складачі та друкарі","cat_734"
"cat_7342","7342","Стереотипісти та електротипісти","cat_734"
"cat_7343","7343","Цинкографи та гальваностереотипери","cat_734"
"cat_7344","7344","Фотогравери","cat_734"
"cat_7345","7345","Палітурники","cat_734"
"cat_7346","7346","Друкарі шовкових ширм, гербових паперів та друкарі на тканині","cat_734"
"cat_7349","7349","Укрупнені професії друкарів та робітників подібних професій","cat_734"
"cat_74","74","Інші кваліфіковані робітники з інструментом","cat_7"
"cat_741","741","Робітники з приготування харчових продуктів","cat_74"
"cat_7411","7411","М'ясники та постачальники риби","cat_741"
"cat_7412","7412","Булочники, кондитери та майстри з приготування кондитерських виробів","cat_741"
"cat_7413","7413","Виробники молочних продуктів","cat_741"
"cat_7414","7414","Заготівельники плодів, овочів та подібних продуктів","cat_741"
"cat_7415","7415","Дегустатори, купажисти","cat_741"
"cat_7416","7416","Робітники з перероблення тютюну","cat_741"
"cat_7419","7419","Укрупнені професії робітників з приготування харчових продуктів","cat_741"
"cat_742","742","Деревообробники та столяри-червонодеревники","cat_74"
"cat_7421","7421","Робітники з оброблення дерева","cat_742"
"cat_7422","7422","Столяри","cat_742"
"cat_7423","7423","Налагоджувальники та налагоджувальники-оператори деревообробних верстатів","cat_742"
"cat_7424","7424","Кошикарі та виробники щіток","cat_742"
"cat_743","743","Робітники-текстильники та швейники","cat_74"
"cat_7431","7431","Готувачі волокон","cat_743"
"cat_7432","7432","Ткачі та в'язальники","cat_743"
"cat_7433","7433","Кравці, майстри-виробники одягу та капелюшники","cat_743"
"cat_7434","7434","Кушніри","cat_743"
"cat_7435","7435","Модельєри текстильних, шкіряних та подібних виробів, закрійники","cat_743"
"cat_7436","7436","Швачки та вишивальниці","cat_743"
"cat_7437","7437","Оббивальники","cat_743"
"cat_7439","7439","Укрупнені професії текстильників, швейників та робітників подібних професій","cat_743"
"cat_744","744","Робітники-шкіряники та взуттьовики","cat_74"
"cat_7441","7441","Оброблювачі шкур, дубильники та хутровики (кушніри)","cat_744"
"cat_7442","7442","Виробники взуття","cat_744"
"cat_79","79","Інші професійні назви робіт кваліфікованих робітників з інструментом","cat_7"
"cat_799","799","Інші професійні назви робіт кваліфікованих робітників з інструментом","cat_79"
"cat_7990","7990","Інші професійні назви робіт кваліфікованих робітників з інструментом","cat_799"
"cat_8","8","Робітники з обслуговування, експлуатації та контролювання за роботою технологічного устаткування, складання устаткування та машин","cat_dk003_root"
"cat_81","81","Робітники, що обслуговують промислове устаткування","cat_8"
"cat_811","811","Робітники, що обслуговують гірниче устаткування та устаткування для перероблення корисних копалин","cat_81"
"cat_8111","8111","Робітники, що обслуговують гірниче устаткування","cat_811"
"cat_8112","8112","Робітники, що обслуговують устаткування з перероблення руди та породи","cat_811"
"cat_8113","8113","Бурильники","cat_811"
"cat_8119","8119","Укрупнені професії робітників, що обслуговують гірниче устаткування та устаткування для перероблення корисних копалин","cat_811"
"cat_812","812","Робітники, що обслуговують рудо- та металопереробне устаткування","cat_81"
"cat_8121","8121","Робітники, що обслуговують рудо- та металоплавильні печі","cat_812"
"cat_8122","8122","Металоплавильники (вторинна переплавка), ливарники та прокатники","cat_812"
"cat_8123","8123","Робітники, що обслуговують установки з термічного оброблення металу","cat_812"
"cat_8124","8124","Робітники, що обслуговують трубне устаткування","cat_812"
"cat_8129","8129","Укрупнені професії робітників, що обслуговують рудо- та металопереробне устаткування","cat_812"
"cat_813","813","Робітники, що обслуговують установки скляного, керамічного виробництва, та робітники на подібному устаткуванні","cat_81"
"cat_8130","8130","Укрупнені професії робітників, що обслуговують установки скляного та керамічного виробництв та подібне устаткування","cat_813"
"cat_8131","8131","Робітники, що обслуговують печі для випалу скла та кераміки, та робітники на подібному устаткуванні","cat_813"
"cat_8139","8139","Робітники, що обслуговують установки з виробництва скла та кераміки","cat_813"
"cat_814","814","Робітники, що обслуговують деревообробні та папероробні установки","cat_81"
"cat_8141","8141","Робітники, що обслуговують установки з перероблення лісу","cat_814"
"cat_8142","8142","Робітники, що обслуговують паперово-целюлозні установки","cat_814"
"cat_8143","8143","Робітники, що обслуговують папероробні установки","cat_814"
"cat_8149","8149","Укрупнені професії робітників, що обслуговують деревообробні та папероробні установки","cat_814"
"cat_815","815","Робітники, що обслуговують хімічні установки","cat_81"
"cat_8151","8151","Робітники, що обслуговують дробильне, розмелювальне та змішувальне хімічне устаткування","cat_815"
"cat_8152","8152","Робітники, що обслуговують хімічні термообробні установки","cat_815"
"cat_8153","8153","Робітники, що обслуговують фільтрувальне хімічне устаткування та хімічні сепаратори","cat_815"
"cat_8154","8154","Робітники, що обслуговують устаткування з хімічної дистиляції та реактори (за винятком очищення нафти та природного газу)","cat_815"
"cat_8155","8155","Робітники, що обслуговують установки з очищення нафти та природного газу","cat_815"
"cat_8159","8159","Оператори хімічних переробних установок","cat_815"
"cat_816","816","Робітники, що обслуговують установки з вироблення електроенергії, та робітники на подібному устаткуванні","cat_81"
"cat_8161","8161","Робітники, що обслуговують установки з вироблення електроенергії","cat_816"
"cat_8162","8162","Робітники, що обслуговують парові машини та бойлери","cat_816"
"cat_8163","8163","Робітники, що обслуговують печі для спалювання сміття, компресори, холодильні, вентиляційні, водоочисні та меліоративні системи","cat_816"
"cat_8169","8169","Укрупнені професії робітників, що обслуговують установки з вироблення електроенергії та подібне устаткування","cat_816"
"cat_817","817","Робітники, що обслуговують автоматизовані складальні лінії","cat_81"
"cat_8171","8171","Робітники, що обслуговують автоматизовані складальні лінії","cat_817"
"cat_8172","8172","Оператори промислових роботів","cat_817"
"cat_82","82","Робітники, що обслуговують машини, та складальники машин","cat_8"
"cat_821","821","Робітники, що обслуговують устаткування з виробництва метало- та мінералопродуктів","cat_82"
"cat_8211","8211","Верстатники","cat_821"
"cat_8212","8212","Робітники, які обслуговують установки у волокнистоцементному виробництві","cat_821"
"cat_822","822","Робітники, що обслуговують устаткування з виробництва хімічних продуктів","cat_82"
"cat_8220","8220","Укрупнені професії робітників, що обслуговують устаткування з виробництва хімічних продуктів","cat_822"
"cat_8221","8221","Робітники, що обслуговують устаткування з виробництва фармацевтичних продуктів та косметичних засобів","cat_822"
"cat_8222","8222","Робітники, що обслуговують устаткування з виробництва сірників","cat_822"
"cat_8223","8223","Робітники, що обслуговують устаткування з оброблення та нанесення покриттів на метали","cat_822"
"cat_8224","8224","Робітники, що обслуговують устаткування з виробництва фото- та кінопродукції","cat_822"
"cat_8229","8229","Робітники, що обслуговують устаткування з виробництва хімічних продуктів","cat_822"
"cat_823","823","Робітники, що обслуговують устаткування з виробництва продукції з гуми та пластика","cat_82"
"cat_8231","8231","Робітники, що обслуговують устаткування з виробництва продукції з гуми","cat_823"
"cat_8232","8232","Робітники, що обслуговують устаткування з виробництва продукції з пластика","cat_823"
