"id","code","name","profession_classifier_catalog_id/id"
"pc_00795","1229.6","Головний бібліотекар","cat_1229_6"
"pc_00796","1229.6","Головний диригент","cat_1229_6"
"pc_00797","1229.6","Головний мистецтвознавець","cat_1229_6"
"pc_00798","1229.6","Головний оператор-постановник аудіовізуальних творів","cat_1229_6"
"pc_00799","1229.6","Головний музичний редактор","cat_1229_6"
"pc_00800","1229.6","Головний редактор","cat_1229_6"
"pc_00801","1229.6","Головний редактор програм","cat_1229_6"
"pc_00802","1229.6","Головний редактор студії (кіностудії)","cat_1229_6"
"pc_00803","1229.6","Головний редактор творчого об'єднання","cat_1229_6"
"pc_00804","1229.6","Головний режисер","cat_1229_6"
"pc_00805","1229.6","Головний режисер-постановник","cat_1229_6"
"pc_00806","1229.6","Головний суддя з випробування племінних коней","cat_1229_6"
"pc_00807","1229.6","Головний хормейстер","cat_1229_6"
"pc_00808","1229.6","Головний зберігач фондів","cat_1229_6"
"pc_00809","1229.6","Головний художній керівник","cat_1229_6"
"pc_00810","1229.6","Головний художник з освітлення","cat_1229_6"
"pc_00811","1229.6","Головний художник-постановник","cat_1229_6"
"pc_00812","1229.6","Головний художник-реставратор","cat_1229_6"
"pc_00813","1229.6","Завідувач бюро (кінопересувок, подорожей, екскурсій)","cat_1229_6"
"pc_00814","1229.6","Завідувач виставки","cat_1229_6"
"pc_00815","1229.6","Завідувач лекторію","cat_1229_6"
"pc_00816","1229.6","Завідувач музею","cat_1229_6"
"pc_00817","1229.6","Завідувач парку культури та відпочинку","cat_1229_6"
"pc_00818","1229.6","Директор аудіовізуальних та аудіальних програм","cat_1229_6"
"pc_00819","1229.6","Завідувач спортивної споруди","cat_1229_6"
"pc_00820","1229.6","Завідувач абонементу","cat_1229_6"
"pc_00821","1229.6","Завідувач атракціону","cat_1229_6"
"pc_00822","1229.6","Завідувач бази спортивної","cat_1229_6"
"pc_00823","1229.6","Завідувач відеотеки","cat_1229_6"
"pc_00824","1229.6","Завідувач комплексу (атракціонного, товарного)","cat_1229_6"
"pc_00825","1229.6","Завідувач костюмерної","cat_1229_6"
"pc_00826","1229.6","Завідувач пересувної виставки","cat_1229_6"
"pc_00827","1229.6","Завідувач радіовузла","cat_1229_6"
"pc_00828","1229.6","Завідувач студії","cat_1229_6"
"pc_00829","1229.6","Завідувач театру (літнього)","cat_1229_6"
"pc_00830","1229.6","Завідувач фільмобази (фільмосховища)","cat_1229_6"
"pc_00831","1229.6","Завідувач фільмотеки","cat_1229_6"
"pc_00832","1229.6","Завідувач фонотеки","cat_1229_6"
"pc_00833","1229.6","Завідувач центру (за напрямом діяльності)","cat_1229_6"
"pc_00834","1229.6","Начальник бази туристської","cat_1229_6"
"pc_00835","1229.6","Начальник дитячого приймача-розподільника","cat_1229_6"
"pc_00836","1229.6","Начальник клубу (аероклубу, службового собаківництва, спортивно-технічного, стрілецько-спортивного)","cat_1229_6"
"pc_00837","1229.6","Начальник табору туристського","cat_1229_6"
"pc_00838","1229.6","Організатор трюкових зйомок (сцен)","cat_1229_6"
"pc_00839","1229.6","Голова секції (творчої)","cat_1229_6"
"pc_00840","1229.6","Керівник гуртка","cat_1229_6"
"pc_00841","1229.6","Керівник самодіяльного об'єднання (клубу за інтересами)","cat_1229_6"
"pc_00842","1229.6","Керівник студії, колективу (за видами мистецтва і народної творчості)","cat_1229_6"
"pc_00843","1229.6","Керівник фізичного виховання","cat_1229_6"
"pc_00844","1229.6","Керівник частини (літературно-драматургічної, музичної)","cat_1229_6"
"pc_00845","1229.6","Керівник групи (виробництво аудіовізуальних творів)","cat_1229_6"
"pc_00846","1229.6","Майстер з ремонту приладів та апаратури (виробництво аудіовізуальних творів)","cat_1229_6"
"pc_00847","1229.6","Начальник цеху (виробництво аудіовізуальних творів)","cat_1229_6"
"pc_00848","1229.6","Продюсер","cat_1229_6"
"pc_00849","1229.6","Шеф-редактор","cat_1229_6"
"pc_00850","1229.7","Начальник Державної інспекції з експлуатації електричних станцій і мереж","cat_1229_7"
"pc_00851","1229.7","Керівник (директор, начальник та ін.) підрозділу (служби, управління, департаменту та ін.) з безпеки (фінансово-економічної, інформаційної)","cat_1229_7"
"pc_00852","1229.7","Керівник (директор, начальник та ін.) підрозділу (служби, управління, департаменту та ін.) з охорони та безпеки (фізичної та майнової)","cat_1229_7"
"pc_00853","1229.7","Головний реставратор","cat_1229_7"
"pc_00854","1229.7","Директор інклюзивно-ресурсного центру","cat_1229_7"
"pc_00855","1229.7","Начальник окремого структурного підрозділу (поліція)","cat_1229_7"
"pc_00856","1229.7","Завідувач корпункту","cat_1229_7"
"pc_00857","1229.7","Керівник рятувального формування","cat_1229_7"
"pc_00858","1229.7","Керівник рятувального підрозділу","cat_1229_7"
"pc_00859","1229.7","Генеральний менеджер (управитель)","cat_1229_7"
"pc_00860","1229.7","Головний страховий експерт з охорони праці","cat_1229_7"
"pc_00861","1229.7","Директор територіального управління Національного антикорупційного бюро України","cat_1229_7"
"pc_00862","1229.7","Директор технічний","cat_1229_7"
"pc_00863","1229.7","Головний випусковий","cat_1229_7"
"pc_00864","1229.7","Головний інженер (інші галузі)","cat_1229_7"
"pc_00865","1229.7","Головний інженер-інспектор","cat_1229_7"
"pc_00866","1229.7","Головний інспектор","cat_1229_7"
"pc_00867","1229.7","Головний контролер","cat_1229_7"
"pc_00868","1229.7","Головний радник","cat_1229_7"
"pc_00869","1229.7","Головний експерт","cat_1229_7"
"pc_00870","1229.7","Завідувач архіву","cat_1229_7"
"pc_00871","1229.7","Завідувач архівосховища","cat_1229_7"
"pc_00872","1229.7","Завідувач групи","cat_1229_7"
"pc_00873","1229.7","Завідувач кабінету технічного","cat_1229_7"
"pc_00874","1229.7","Завідувач консультації","cat_1229_7"
"pc_00875","1229.7","Завідувач коректорської","cat_1229_7"
"pc_00876","1229.7","Завідувач лабораторії","cat_1229_7"
"pc_00877","1229.7","Завідувач науково-технічної бібліотеки","cat_1229_7"
"pc_00878","1229.7","Завідувач обстановки","cat_1229_7"
"pc_00879","1229.7","Завідувач відділення (бібліотеки, заочного, контейнерного, підготовчого та ін.)","cat_1229_7"
"pc_00880","1229.7","Завідувач відділу","cat_1229_7"
"pc_00881","1229.7","Завідувач майданчика (астрономічного, інструментального, спортивного та ін.)","cat_1229_7"
"pc_00882","1229.7","Завідувач (начальник) приймальні","cat_1229_7"
"pc_00883","1229.7","Завідувач пункту (заготовчого, приймального, навчально-консультаційного, навчального та ін.)","cat_1229_7"
"pc_00884","1229.7","Завідувач редакції","cat_1229_7"
"pc_00885","1229.7","Завідувач сектору","cat_1229_7"
"pc_00886","1229.7","Завідувач технічного архіву","cat_1229_7"
"pc_00887","1229.7","Завідувач трупи","cat_1229_7"
"pc_00888","1229.7","Завідувач частини","cat_1229_7"
"pc_00889","1229.7","Командир артилерійської ланки","cat_1229_7"
"pc_00890","1229.7","Командир-наставник","cat_1229_7"
"pc_00891","1229.7","Командир вогневої точки","cat_1229_7"
"pc_00892","1229.7","Комісар аварійний","cat_1229_7"
"pc_00893","1229.7","Начальник інспекції","cat_1229_7"
"pc_00894","1229.7","Начальник відділу","cat_1229_7"
"pc_00895","1229.7","Начальник (інший керівник), відділу (сектору, управління) з питань із захисту об’єктів критичної інфраструктури","cat_1229_7"
"pc_00896","1229.7","Начальник прес-центру","cat_1229_7"
"pc_00897","1229.7","Начальник сектору","cat_1229_7"
"pc_00898","1229.7","Начальник слідчої частини","cat_1229_7"
"pc_00899","1229.7","Голова державної комісії (бюро)","cat_1229_7"
"pc_00900","1229.7","Голова комісії","cat_1229_7"
"pc_00901","1229.7","Керівник групи","cat_1229_7"
"pc_00902","1229.7","Керівник допризовної підготовки (військовий керівник)","cat_1229_7"
"pc_00903","1229.7","Начальник партії (геодезичної, геологічної, промислової, топографічної та ін.)","cat_1229_7"
"pc_00904","1229.7","Секретар відповідальний","cat_1229_7"
"pc_00905","1229.7","Головний фахівець (пенітенціарна система)","cat_1229_7"
"pc_00906","1229.7","Директор (за напрямом діяльності)","cat_1229_7"
"pc_00907","1229.7","Керівник з координації аварійно-рятувальних робіт на акваторіях","cat_1229_7"
"pc_00908","1229.7","Керівник організаційних систем електронного урядування","cat_1229_7"
"pc_00909","1229.7","Командир батальйону (поліція)","cat_1229_7"
"pc_00910","1229.7","Командир взводу (поліція)","cat_1229_7"
"pc_00911","1229.7","Командир полку (поліція)","cat_1229_7"
"pc_00912","1229.7","Командир роти (поліція)","cat_1229_7"
"pc_00913","1229.7","Начальник (завідувач) кабінету (лінгафонного, проектного та ін.)","cat_1229_7"
"pc_00914","1229.7","Начальник (інший керівник) служби","cat_1229_7"
"pc_00915","1229.7","Начальник відділення (пенітенціарна система)","cat_1229_7"
"pc_00916","1229.7","Начальник відділення поліції","cat_1229_7"
"pc_00917","1229.7","Начальник відділу (пенітенціарна система)","cat_1229_7"
"pc_00918","1229.7","Начальник відділу (управління) Оперативно-рятувальної служби цивільного захисту","cat_1229_7"
"pc_00919","1229.7","Начальник військового представництва","cat_1229_7"
"pc_00920","1229.7","Начальник головного військового представництва","cat_1229_7"
"pc_00921","1229.7","Начальник оперативного відділу (сфера цивільного захисту)","cat_1229_7"
"pc_00922","1229.7","Начальник підрозділу постійної готовності до аварійно-рятувальних дій","cat_1229_7"
"pc_00923","1229.7","Начальник режимно-секретного органу","cat_1229_7"
"pc_00924","1229.7","Начальник структурного підрозділу режимно-секретного органу","cat_1229_7"
"pc_00925","1229.7","Начальник центру (психологічного забезпечення, соціально-трудової реабілітації дорослих, з надання соціальних послуг тощо)","cat_1229_7"
"pc_00926","1229.7","Начальник чергової частини","cat_1229_7"
"pc_00927","1229.7","Начальник штабу полку (батальйону) (поліція)","cat_1229_7"
"pc_00928","1229.8","Заступник директора департаменту - головний бухгалтер (митні органи)","cat_1229_8"
"pc_00929","1229.8","Заступник начальника митниці - начальник митного поста","cat_1229_8"
"pc_00930","1229.8","Заступник начальника митниці - начальник служби","cat_1229_8"
"pc_00931","1229.8","Заступник начальника служби - начальник відділу (митні органи)","cat_1229_8"
"pc_00932","1229.8","Начальник митниці","cat_1229_8"
"pc_00933","1229.8","Начальник митного поста","cat_1229_8"
"pc_00934","1229.8","Начальник служби - головний бухгалтер (митні органи)","cat_1229_8"
"pc_00935","1229.8","Начальник служби (митні органи)","cat_1229_8"
"pc_00936","1229.8","Начальник спеціалізованої митної установи","cat_1229_8"
"pc_00937","1231","Керівник (директор, виконавчий директор, начальник та ін.) відповідного напряму діяльності банківської установи","cat_1231"
"pc_00938","1231","Керівник (директор, начальник та ін.) департаменту (центру, відділення, дирекції, комплексу та ін.) (банківська діяльність)","cat_1231"
"pc_00939","1231","Менеджер (управитель)","cat_1231"
"pc_00940","1231","Директор фінансовий","cat_1231"
"pc_00941","1231","Директор-розпорядник","cat_1231"
"pc_00942","1231","Головний архівіст","cat_1231"
"pc_00943","1231","Головний бухгалтер","cat_1231"
"pc_00944","1231","Головний касир","cat_1231"
"pc_00945","1231","Головний ревізор","cat_1231"
"pc_00946","1231","Головний економіст","cat_1231"
"pc_00947","1231","Головний юрисконсульт","cat_1231"
"pc_00948","1231","Директор з економіки","cat_1231"
"pc_00949","1231","Завідувач канцелярії","cat_1231"
"pc_00950","1231","Завідувач каси","cat_1231"
"pc_00951","1231","Завідувач (начальник) секретаріату","cat_1231"
"pc_00952","1231","Завідувач цехової бухгалтерії","cat_1231"
"pc_00953","1231","Начальник відділу капітального будівництва (технічного переозброєння)","cat_1231"
"pc_00954","1231","Начальник контрольно-ревізійного відділу","cat_1231"
"pc_00955","1231","Начальник планово-економічного бюро цеху","cat_1231"
"pc_00956","1231","Начальник планово-економічного відділу","cat_1231"
"pc_00957","1231","Начальник лабораторії техніко-економічних досліджень","cat_1231"
"pc_00958","1231","Начальник фінансового відділу","cat_1231"
"pc_00959","1231","Начальник централізованої бухгалтерії","cat_1231"
"pc_00960","1231","Начальник юридичного відділу","cat_1231"
"pc_00961","1231","Керівник (директор, начальник та ін.) департаменту","cat_1231"
"pc_00962","1231","Начальник бюро (функціональний підрозділ)","cat_1231"
"pc_00963","1231","Начальник управління","cat_1231"
"pc_00964","1231","Секретар корпоративний","cat_1231"
"pc_00965","1232","Директор з управління персоналом","cat_1232"
"pc_00966","1232","Начальник служби","cat_1232"
"pc_00967","1232","Начальник відділу охорони праці","cat_1232"
"pc_00968","1232","Головний профконсультант","cat_1232"
"pc_00969","1232","Головний психолог","cat_1232"
"pc_00970","1232","Головний соціолог","cat_1232"
"pc_00971","1232","Директор з кадрових питань та побуту","cat_1232"
"pc_00972","1232","Завідувач кабінету з техніки безпеки","cat_1232"
"pc_00973","1232","Начальник бюро організації праці та заробітної плати цеху","cat_1232"
"pc_00974","1232","Начальник відділу кадрів","cat_1232"
"pc_00975","1232","Начальник лабораторії наукової організації праці та управління виробництвом","cat_1232"
"pc_00976","1232","Начальник нормативно-дослідної лабораторії (станції) з питань праці","cat_1232"
"pc_00977","1232","Начальник відділу організації праці та заробітної плати","cat_1232"
"pc_00978","1232","Начальник відділу підготовки кадрів","cat_1232"
"pc_00979","1232","Начальник відділу соціального розвитку","cat_1232"
"pc_00980","1232","Начальник лабораторії соціології та психофізіології праці","cat_1232"
"pc_00981","1232","Керівник групи обліку","cat_1232"
"pc_00982","1233","Директор з маркетингу","cat_1233"
"pc_00983","1233","Директор комерційний","cat_1233"
"pc_00984","1233","Начальник комерційного відділу","cat_1233"
"pc_00985","1233","Начальник відділу збуту (маркетингу)","cat_1233"
"pc_00986","1234","Головний художник (реклама)","cat_1234"
"pc_00987","1234","Начальник відділу (з реклами, зв'язків з громадськістю)","cat_1234"
"pc_00988","1234","Прес-секретар","cat_1234"
"pc_00989","1235","Начальник відділу зовнішньої кооперації","cat_1235"
"pc_00990","1235","Начальник відділу матеріально-технічного постачання","cat_1235"
"pc_00991","1235","Начальник відділу комплектації устаткування","cat_1235"
"pc_00992","1235","Начальник складу (паливно-мастильних матеріалів, матеріально-технічного та ін.)","cat_1235"
"pc_00993","1235","Начальник управління","cat_1235"
"pc_00994","1235","Начальник відділу","cat_1235"
"pc_00995","1236","Головний програміст","cat_1236"
"pc_00996","1236","Головний фахівець з програмного забезпечення","cat_1236"
"pc_00997","1236","Головний фахівець з електронного устаткування","cat_1236"
"pc_00998","1236","Начальник центру (обчислювального, інформаційно-обчислювального)","cat_1236"
"pc_00999","1236","Начальник відділу автоматизованої системи керування виробництвом (АСКВ)","cat_1236"
"pc_01000","1236","Начальник зміни обчислювального (інформаційно-обчислювального) центру","cat_1236"
"pc_01001","1237.1","Головний картограф","cat_1237_1"
"pc_01002","1237.1","Головний учений секретар","cat_1237_1"
"pc_01003","1237.1","Головний архітектор (архітектура та будівництво)","cat_1237_1"
"pc_01004","1237.1","Головний архітектор проекту","cat_1237_1"
"pc_01005","1237.1","Головний біолог","cat_1237_1"
"pc_01006","1237.1","Головний лікар ветеринарної медицини","cat_1237_1"
"pc_01007","1237.1","Головний винороб","cat_1237_1"
"pc_01008","1237.1","Головний водолазний фахівець","cat_1237_1"
"pc_01009","1237.1","Головний геодезист","cat_1237_1"
"pc_01010","1237.1","Головний геолог","cat_1237_1"
"pc_01011","1237.1","Головний геофізик","cat_1237_1"
"pc_01012","1237.1","Головний геохімік","cat_1237_1"
"pc_01013","1237.1","Головний гідроакустик","cat_1237_1"
"pc_01014","1237.1","Головний гідрогеолог","cat_1237_1"
"pc_01015","1237.1","Головний гідрограф","cat_1237_1"
"pc_01016","1237.1","Головний гідролог","cat_1237_1"
"pc_01017","1237.1","Головний гідротехнік","cat_1237_1"
"pc_01018","1237.1","Головний гірник","cat_1237_1"
"pc_01019","1237.1","Головний десинатор","cat_1237_1"
"pc_01020","1237.1","Головний зоотехнік","cat_1237_1"
"pc_01021","1237.1","Головний інженер-кріогенник","cat_1237_1"
"pc_01022","1237.1","Головний інженер проекту","cat_1237_1"
"pc_01023","1237.1","Головний калібрувальник","cat_1237_1"
"pc_01024","1237.1","Головний колорист","cat_1237_1"
"pc_01025","1237.1","Головний конструктор","cat_1237_1"
"pc_01026","1237.1","Головний конструктор проекту","cat_1237_1"
"pc_01027","1237.1","Головний коньячний майстер","cat_1237_1"
"pc_01028","1237.1","Головний питлівник","cat_1237_1"
"pc_01029","1237.1","Головний круп'яр","cat_1237_1"
"pc_01030","1237.1","Головний кулінар","cat_1237_1"
"pc_01031","1237.1","Головний маркшейдер","cat_1237_1"
"pc_01032","1237.1","Головний меліоратор","cat_1237_1"
"pc_01033","1237.1","Головний металург","cat_1237_1"
"pc_01034","1237.1","Головний метролог","cat_1237_1"
"pc_01035","1237.1","Головний мікробіолог","cat_1237_1"
"pc_01036","1237.1","Головний модельєр","cat_1237_1"
"pc_01037","1237.1","Головний модельєр-конструктор","cat_1237_1"
"pc_01038","1237.1","Головний миловар","cat_1237_1"
"pc_01039","1237.1","Головний збагачувач","cat_1237_1"
"pc_01040","1237.1","Головний телеоператор","cat_1237_1"
"pc_01041","1237.1","Головний оптик","cat_1237_1"
"pc_01042","1237.1","Головний мисливствознавець","cat_1237_1"
"pc_01043","1237.1","Головний парфумер","cat_1237_1"
"pc_01044","1237.1","Головний пивовар","cat_1237_1"
"pc_01045","1237.1","Головний ґрунтознавець","cat_1237_1"
"pc_01046","1237.1","Головний приладист","cat_1237_1"
"pc_01047","1237.1","Головний пробірувальник","cat_1237_1"
"pc_01048","1237.1","Головний прокатник","cat_1237_1"
"pc_01049","1237.1","Головний радіолог","cat_1237_1"
"pc_01050","1237.1","Головний редактор карт","cat_1237_1"
"pc_01051","1237.1","Головний редактор карт і лоцій","cat_1237_1"
"pc_01052","1237.1","Головний релійник","cat_1237_1"
"pc_01053","1237.1","Головний рибовод","cat_1237_1"
"pc_01054","1237.1","Головний зварник","cat_1237_1"
"pc_01055","1237.1","Головний синоптик","cat_1237_1"
"pc_01056","1237.1","Головний фахівець з автоматики","cat_1237_1"
"pc_01057","1237.1","Головний фахівець з автоматизованих систем керування","cat_1237_1"
"pc_01058","1237.1","Головний фахівець з антенних споруд","cat_1237_1"
"pc_01059","1237.1","Головний фахівець з атомних електростанцій","cat_1237_1"
"pc_01060","1237.1","Головний фахівець з охорони навколишнього середовища","cat_1237_1"
"pc_01061","1237.1","Головний фахівець з якості металів на атомних станціях","cat_1237_1"
"pc_01062","1237.1","Головний фахівець з котлів","cat_1237_1"
"pc_01063","1237.1","Головний фахівець з монтажу та налагодження систем автоматизації","cat_1237_1"
"pc_01064","1237.1","Головний фахівець з устаткування звукових трактів та акустики","cat_1237_1"
"pc_01065","1237.1","Головний фахівець з устаткування телевізійних трактів","cat_1237_1"
"pc_01066","1237.1","Головний фахівець з радіомовлення","cat_1237_1"
"pc_01067","1237.1","Головний фахівець з радіопередавальних.пристроїв","cat_1237_1"
"pc_01068","1237.1","Головний фахівець із сантехнічного устаткування","cat_1237_1"
"pc_01069","1237.1","Головний фахівець із світлотехніки","cat_1237_1"
"pc_01070","1237.1","Головний фахівець із систем керування та захисту на атомних станціях","cat_1237_1"
"pc_01071","1237.1","Головний фахівець із слабкострумових систем та контрольно-вимірювальних приладів і автоматики","cat_1237_1"
"pc_01072","1237.1","Головний фахівець з телевізійного мовлення","cat_1237_1"
"pc_01073","1237.1","Головний фахівець з техніки консервації телевізійних програм","cat_1237_1"
"pc_01074","1237.1","Головний фахівець з тропосферних радіорелейних ліній","cat_1237_1"
"pc_01075","1237.1","Головний фахівець з кольорового телебачення","cat_1237_1"
"pc_01076","1237.1","Головний фахівець з електрозв'язку","cat_1237_1"
"pc_01077","1237.1","Головний фахівець з енергетичних реакторів","cat_1237_1"
"pc_01078","1237.1","Головний фахівець з енергоблоків","cat_1237_1"
"pc_01079","1237.1","Головний фахівець з енергосистем","cat_1237_1"
"pc_01080","1237.1","Головний сталеплавильник","cat_1237_1"
"pc_01081","1237.1","Головний будівельник кораблів","cat_1237_1"
"pc_01082","1237.1","Головний тютюнник","cat_1237_1"
"pc_01083","1237.1","Головний тютюновий майстер","cat_1237_1"
"pc_01084","1237.1","Головний теплотехнік","cat_1237_1"
"pc_01085","1237.1","Головний технічний керівник","cat_1237_1"
"pc_01086","1237.1","Головний технолог","cat_1237_1"
"pc_01087","1237.1","Головний технолог проекту","cat_1237_1"
"pc_01088","1237.1","Головний титестер","cat_1237_1"
"pc_01089","1237.1","Головний товарознавець","cat_1237_1"
"pc_01090","1237.1","Головний турбініст виробничого об'єднання з ремонту та налагодження устаткування атомних станцій","cat_1237_1"
"pc_01091","1237.1","Головний фізик","cat_1237_1"
"pc_01092","1237.1","Головний хімік","cat_1237_1"
"pc_01093","1237.1","Головний дизайнер (художник-конструктор)","cat_1237_1"
"pc_01094","1237.1","Головний дизайнер (художник-конструктор) проекту","cat_1237_1"
"pc_01095","1237.1","Головний художник-модельєр","cat_1237_1"
"pc_01096","1237.1","Головний шампаніст","cat_1237_1"
"pc_01097","1237.1","Головний електрик","cat_1237_1"
"pc_01098","1237.1","Головний електромеханік","cat_1237_1"
"pc_01099","1237.1","Головний електронік","cat_1237_1"
"pc_01100","1237.1","Головний електрорадіонавігатор","cat_1237_1"
"pc_01101","1237.1","Голова ради (науково-технічної, наукової, експертної)","cat_1237_1"
"pc_01102","1237.2","Директор бібліотеки","cat_1237_2"
"pc_01103","1237.2","Завідувач відділення","cat_1237_2"
"pc_01104","1237.2","Завідувач сектору","cat_1237_2"
"pc_01105","1237.2","Завідувач філіалу (філії) лабораторії","cat_1237_2"
"pc_01106","1237.2","Начальник станції метеорологічної","cat_1237_2"
"pc_01107","1237.2","Завідувач обсерваторії","cat_1237_2"
"pc_01108","1237.2","Завідувач докторантури","cat_1237_2"
"pc_01109","1237.2","Завідувач лабораторії (науково-дослідної, підготовки виробництва)","cat_1237_2"
"pc_01110","1237.2","Завідувач (начальник) відділу (науково-дослідного, конструкторського, проектного та ін.)","cat_1237_2"
"pc_01111","1237.2","Завідувач відділу (бюро) оформлення проектних матеріалів","cat_1237_2"
"pc_01112","1237.2","Завідувач станції географічної","cat_1237_2"
"pc_01113","1237.2","Завідувач креслярсько-копіювального бюро","cat_1237_2"
"pc_01114","1237.2","Начальник бюро","cat_1237_2"
"pc_01115","1237.2","Начальник лабораторії (науково-дослідної, дослідної та ін.)","cat_1237_2"
"pc_01116","1237.2","Начальник відділу механізації та автоматизації виробничих процесів","cat_1237_2"
"pc_01117","1237.2","Начальник відділу науково-технічної інформації","cat_1237_2"
"pc_01118","1237.2","Начальник відділу охорони навколишнього середовища","cat_1237_2"
"pc_01119","1237.2","Начальник відділу патентної та винахідницької роботи","cat_1237_2"
"pc_01120","1237.2","Начальник проектно-кошторисного бюро (групи)","cat_1237_2"
"pc_01121","1237.2","Начальник реактора (прискорювача, ядерно-фізичної установки)","cat_1237_2"
"pc_01122","1237.2","Начальник (завідувач) сектору (науково-дослідного, конструкторського та ін.)","cat_1237_2"
"pc_01123","1237.2","Начальник відділу стандартизації","cat_1237_2"
"pc_01124","1237.2","Начальник технічного відділу","cat_1237_2"
"pc_01125","1237.2","Начальник технологічного бюро цеху","cat_1237_2"
"pc_01126","1237.2","Начальник центральної заводської лабораторії","cat_1237_2"
"pc_01127","1237.2","Начальник цеху дослідного виробництва","cat_1237_2"
"pc_01128","1237.2","Керівник бригади (дослідної, проектної організації)","cat_1237_2"
"pc_01129","1237.2","Учений секретар","cat_1237_2"
"pc_01130","1237.2","Начальник відділу радіаційної безпеки","cat_1237_2"
"pc_01131","1238","Керівник проектів та програм у сфері матеріального (нематеріального) виробництва","cat_1238"
"pc_01132","1238","Керівник установи (структурного підрозділу) з інтелектуальної власності","cat_1238"
"pc_01133","1238","Керівник установи (структурного підрозділу) із стандартизації, сертифікації та якості","cat_1238"
"pc_01134","1239","Начальник охорони (пожежної, сторожової та ін.)","cat_1239"
"pc_01135","1239","Голова комітету","cat_1239"
"pc_01136","1239","Завідувач бюро перепусток","cat_1239"
"pc_01137","1239","Завідувач кабінету з військово-технічної підготовки","cat_1239"
"pc_01138","1239","Завідувач копіювально-розмножувального бюро","cat_1239"
"pc_01139","1239","Завідувач господарства","cat_1239"
"pc_01140","1239","Начальник варти окремого пожежного поста","cat_1239"
"pc_01141","1239","Начальник варти воєнізованої охорони","cat_1239"
"pc_01142","1239","Начальник команди пожежної охорони","cat_1239"
"pc_01143","1239","Начальник команди (охорони об'єктів, службового собаківництва та ін.)","cat_1239"
"pc_01144","1239","Начальник відділення Оперативно-рятувальної служби цивільного захисту","cat_1239"
"pc_01145","1239","Начальник воєнізованої охорони","cat_1239"
"pc_01146","1239","Начальник господарського відділу","cat_1239"
"pc_01147","1239","Завідувач номерного фонду готелю (туристичного комплексу та ін.)","cat_1239"
"pc_01148","1239","Керівник структурного підрозділу з питань безпеки інформації та кіберзахисту","cat_1239"
"pc_01149","1239","Командир (начальник) підрозділу (сфера цивільного захисту)","cat_1239"
"pc_01150","1239","Командир (начальник) частини (сфера цивільного захисту)","cat_1239"
"pc_01151","1239","Командир взводу (сфера цивільного захисту)","cat_1239"
"pc_01152","1239","Командир загону (сфера цивільного захисту)","cat_1239"
"pc_01153","1239","Майстер (сфера цивільного захисту)","cat_1239"
"pc_01154","1239","Начальник варти (пенітенціарна система)","cat_1239"
"pc_01155","1239","Начальник караулу (зміни, поста) Оперативно-рятувальної служби цивільного захисту","cat_1239"
"pc_01156","1239","Начальник караулу (зміни, поста) частини (сфера цивільного захисту)","cat_1239"
"pc_01157","1239","Начальник окремого поста пожежної охорони (пенітенціарна система)","cat_1239"
"pc_01158","1239","Начальник пожежної охорони (команди) (пенітенціарна система)","cat_1239"
"pc_01159","1239","Начальник полігону","cat_1239"
"pc_01160","1239","Начальник служби (сфера цивільного захисту)","cat_1239"
"pc_01161","1311","Голова кооперативу (товариства, колективної ферми і т. ін.)","cat_1311"
"pc_01162","1311","Директор (керівник) малого підприємства сільськогосподарського","cat_1311"
"pc_01163","1312","Голова кооперативу промислового","cat_1312"
"pc_01164","1312","Директор (керівник) малого підприємства гірничодобувного","cat_1312"
"pc_01165","1312","Директор (керівник) малого промислового підприємства (фірми)","cat_1312"
"pc_01166","1313","Голова кооперативу будівельного","cat_1313"
"pc_01167","1313","Директор (керівник) малого будівельного підприємства","cat_1313"
"pc_01168","1314","Комерсант","cat_1314"
"pc_01169","1314","Директор (керівник) малої торговельної фірми","cat_1314"
"pc_01170","1314","Керуючий магазином","cat_1314"
"pc_01171","1315","Керуючий рестораном (кафе, їдальнею і т. ін.)","cat_1315"
"pc_01172","1315","Керуючий готелем (пансіонатом, кемпінгом і т. ін.)","cat_1315"
"pc_01173","1315","Начальник дільниці ресторану (кафе, їдальні і т. ін.)","cat_1315"
"pc_01174","1315","Ресторатор","cat_1315"
"pc_01175","1316","Директор (керівник) малого підприємства (транспортного, складського)","cat_1316"
"pc_01176","1317","Директор малої фірми (страхової, аудиторської, рекламної і т. ін.)","cat_1317"
"pc_01177","1317","Керуючий агентством (страховим, торговельним, нерухомості, рекламним і т. ін.)","cat_1317"
"pc_01178","1318","Керуючий перукарнею (фотоательє, фірмою прокату і т. ін.)","cat_1318"
"pc_01179","1319","Директор (керівник) малого підприємства (у сфері охорони здоров'я, освіти, культури і т. ін.)","cat_1319"
"pc_01180","1319","Завідувач залу","cat_1319"
"pc_01181","1411","Менеджер (управитель) з використання водних ресурсів","cat_1411"
"pc_01182","1412","Менеджер (управитель) з природокористування","cat_1412"
"pc_01183","1439.8","Менеджер (управитель) з виробництва та розподілення електроенергії","cat_1439_8"
"pc_01184","1439.8","Менеджер (управитель) з організації ефективного використання енергії (енергоменеджер)","cat_1439_8"
"pc_01185","1443","Менеджер (управитель) з транспортно-експедиторської діяльності","cat_1443"
"pc_01186","1443","Менеджер (управитель) на автомобільному транспорті","cat_1443"
